,id,year,input_x,id2,year2,input_y,relationship,relationship_v2,penjelasan
2274,2012-B5P14THN- 13,2012,<blok> Pekerjaan inti </blok><pertanyaan> Berapa lama (NAMA) telah bekerja di posisi ini? (tahun) </pertanyaan><jawaban> 13 tahun  </jawaban>,2012-B5P15B- 2,2012,"<blok> Pekerjaan utama </blok><pertanyaan> Jika berada di luar kabupaten/kota tempat tinggal, apakah (NAMA) pergi dan pulang ke/dari tempat kerja setiap hari, setiap minggu atau setiap bulan?** </pertanyaan><jawaban> Setiap Minggu  </jawaban>",tidak ada hubungan,tidak ada hubungan,"Kedua kategori mengukur variabel yang berbeda: satu tentang durasi kerja (lamanya di posisi), satu tentang frekuensi perjalanan (kapan pergi/pulang). Karena berfokus pada aspek yang tidak saling mempengaruhi, tidak ada hubungan semantik antara keduanya."
82,2010-B5P19_7-2,2010,<blok> Kegiatan mencari kerja/mempersiapkan bisnis </blok><pertanyaan> Langkah-langkah apa saja yang pernah dilakukan (NAMA) dalam pencarian kerja/mempersiapkan bisnis? (mengurus izin) </pertanyaan><jawaban> Tidak </jawaban>,2012-B5P20_7- 2,2012,<blok> Aktivitas mencari pekerjaan atau mempersiapkan usaha </blok><pertanyaan> Langkah apa yang dilaksanakan (NAMA) dalam mencari pekerjaan atau menyiapkan usaha satu minggu/bulan terakhir? Memproses surat perizinan usaha </pertanyaan><jawaban> Tidak </jawaban>,equivalent,equivalen,"Keduanya menyampaikan aktivitas pencarian kerja atau persiapan bisnis dengan menanyakan langkah yang sudah diambil (NAMA) terkait pengurusan izin, sehingga makna dan tujuan sama."
3899,2015-B5_R2A1-1,2015,"<blok> Aktivitas satu minggu yang lalu </blok><pertanyaan> Pada satu minggu terakhir, apakah (NAMA) sedang bekerja? </pertanyaan><jawaban> Ya </jawaban>",2012-HUB- 5,2012,<blok> Data anggota keluarga </blok><pertanyaan> Hubungan dengan kepala keluarga (kode) </pertanyaan><jawaban> Cucu </jawaban>,tidak ada hubungan,tidak ada hubungan,Kegiatan satu minggu lalu (status kerja) tidak berkaitan dengan hubungan keluarga (status cucu) karena satu mengklasifikasikan aktivitas individu sementara yang lain mengklasifikasikan status hubungan dalam keluarga. Kategori tersebut berada di domain berbeda dan tidak saling memengaruhi.
4127,2015-B5_R1A-2,2015,<blok> Ilmu Pengetahuan </blok><pertanyaan> Sejauh mana tingkat pendidikan tertinggi yang telah Anda capai (NAMA)? </pertanyaan><jawaban> Belum lulus SD </jawaban>,2020-k3-10,2020,<blok> Anggota keluarga dalam rumah tangga </blok><pertanyaan> Keterkaitan dengan Kepala Rumah Tangga (sebutkan kode) </pertanyaan><jawaban> Pengemudi/tukang kebun </jawaban>,tidak ada hubungan,tidak ada hubungan,"Blok “Ilmu Pengetahuan” memuat informasi tentang tingkat pendidikan, sedangkan blok “Anggota keluarga dalam rumah tangga” berisi data pekerjaan anggota keluarga. Topik pendidikan dan pekerjaan tidak saling berkaitan secara semantik; satu blok menjelaskan kualifikasi pendidikan, sementara blok lainnya mengidentifikasi profesi anggota rumah tangga, sehingga tidak ada hubungan logis antara keduanya."
3965,2010-B5P28- 3,2010,<blok> Pengalaman kerja </blok><pertanyaan> Apa status/kedudukan (NAMA) sebelum berhenti atau pindah pekerjaan terakhir? </pertanyaan><jawaban> Berusaha membantu buruh tetap/buruh dibayar </jawaban>,2015-B5_R14T-51,2015,<blok> Pekerjaan utama </blok><pertanyaan> Sudah berapa tahun (NAMA) bekerja di posisi sekarang? </pertanyaan><jawaban> 51 tahun </jawaban>,tidak ada hubungan,tidak ada hubungan,"Blok “Pengalaman kerja” berfokus pada status atau posisi sebelum berhenti/pindah pekerjaan terakhir, sedangkan blok “Pekerjaan utama” mengukur lamanya masa kerja di posisi saat ini. Karena satu berkaitan dengan sejarah keluar kerja dan yang lain berkaitan dengan durasi di pekerjaan sekarang, keduanya tidak saling berhubungan semantik."
3841,2010-B5P2A3- 2,2010,"<blok> Kegiatan minggu lalu </blok><pertanyaan> Dalam minggu terakhir, apakah (NAMA) menangani pekerjaan rumah? </pertanyaan><jawaban> TIDAK </jawaban>",2012-B5P20_6-3,2012,<blok> Kegiatan mencari pekerjaan/mempersiapkan usaha </blok><pertanyaan> Langkah apa yang dilakukan (NAMA) dalam pencarian kerja atau persiapan usaha seminggu/sebulan yang lalu? Mencari lokasi/tempat usaha </pertanyaan><jawaban>  Ya </jawaban>,tidak ada hubungan,tidak ada hubungan,"Kegiatan minggu lalu (pengurus rumah tangga) memfokuskan pada aktivitas domestik sehari‑harian, sedangkan kegiatan mencari pekerjaan/mempersiapkan usaha menargetkan pencarian kerja atau persiapan bisnis. Karena bidang dan tujuan keduanya berbeda—satu di lingkungan rumah, satu di dunia profesional—tidak ada hubungan semantik antara keduanya."
1433,2010-B5P1A- 4,2010,<blok> Ilmu </blok><pertanyaan> Sebutkan tingkat pendidikan tertinggi yang telah Anda selesaikan (NAMA) ? </pertanyaan><jawaban> SMP/TSANAWIYAH  </jawaban>,2015-B5_R1A-7,2015,<blok> Pendidikan </blok><pertanyaan> Berapa tingkat pendidikan tertinggi yang sudah diselesaikan (NAMA) ? </pertanyaan><jawaban>  Paket B </jawaban>,lebih umum dari,lebih agregat,"Karena kategori SMP/TSANAWIYAH mencakup Paket B dan sekolah setara, blok Ilmu > SMP/TSANAWIYAH lebih agregat daripada blok Pendidikan > Paket B, dan hal yang sama berlaku untuk kedua contoh lainnya."
478,2012-B5P8B- 15,2012,<blok> Aktivitas selama seminggu terakhir </blok><pertanyaan> Berapa total jam kerja harian pada minggu terakhir? </pertanyaan><jawaban> 15 jam </jawaban>,2015-B5_R8B-15,2015,<blok> Aktivitas selama seminggu terakhir </blok><pertanyaan> Berapa total jam kerja harian pada minggu terakhir? </pertanyaan><jawaban> 15 jam </jawaban>,equivalent,equivalen,"Keduanya menyatakan bahwa pada minggu terakhir terdapat aktivitas yang menghasilkan total jam kerja harian sebesar 15 jam; kalimatnya berbeda, namun makna inti sama."
933,2012-B5P25- 3,2012,<blok> Pengalaman kerja </blok><pertanyaan> Alasan utama (NAMA) meninggalkan atau berpindah pekerjaan setelah 31 Agustus 2009: </pertanyaan><jawaban> Pendapatan tidak memadai </jawaban>,2015-B5_R25-3,2015,<blok> Riwayat Pekerjaan </blok><pertanyaan> Motivasi utama (NAMA) berhenti atau pindah pekerjaan setelah 31 Agustus 2009: </pertanyaan><jawaban> Gaji tidak memadai </jawaban>,equivalent,equivalen,"Karena judul, pertanyaan dan jawaban mengandung makna yang sama—keduanya menanyakan alasan utama meninggalkan pekerjaan setelah 31 Agustus 2009 dan menyatakan bahwa penghasilan tidak memadai, sehingga kedua format menyampaikan hal yang identik."
2663,2012-B5P21A- 42,2012,"<blok> Aktivitas mencari pekerjaan atau mempersiapkan usaha </blok>
<pertanyaan> Berapa lama (NAMA) mengerjakan pencarian pekerjaan atau persiapan usaha baru? (Tahun) </pertanyaan>
<jawaban> 42 tahun </jawaban>",2015-B5_R14T-45,2015,<blok> Tugas utama </blok><pertanyaan> Berapa lama (NAMA) sudah bekerja di posisi sekarang? (tahun) </pertanyaan><jawaban> 45 tahun </jawaban>,tidak ada hubungan,tidak ada hubungan,"Kegiatan mencari pekerjaan atau mempersiapkan usaha menggambarkan fase pra‑pekerjaan, yaitu aktivitas sebelum memiliki posisi tetap; sedangkan tugas utama atau pekerjaan utama mengacu pada pekerjaan yang sudah dikelola dan dijalani, sehingga kedua kategori mencakup fase yang berbeda dan tidak saling berhubungan secara semantik."
2341,2012-B5P16B- 67,2012,<blok> Tugas utama </blok><pertanyaan> Berapa waktu yang diperlukan (NAMA) dalam mencari pekerjaan atau mempersiapkan usaha?  </pertanyaan><jawaban> tujuh puluh tujuh bulan </jawaban>,2015-B5_R14T-89,2015,<blok> Pekerjaan inti </blok><pertanyaan> Berapa lama (NAMA) sudah bekerja di posisi ini? (tahun) </pertanyaan><jawaban>  89 tahun </jawaban>,tidak ada hubungan,tidak ada hubungan,"Tugas utama (lamanya mencari pekerjaan/mempersiapkan usaha) mengukur waktu persiapan, sedangkan pekerjaan inti (lamanya bekerja di posisi ini) mengukur masa jabatan. Karena satu mengukur proses pencarian, yang lain mengukur pengalaman kerja, kedua kategori tidak saling berkaitan."
2182,2012-B5P14THN- 52,2012,<blok> Pekerjaan inti </blok><pertanyaan> Berapa lama (NAMA) sudah bekerja di posisi saat ini? (tahun) </pertanyaan><jawaban> 52 tahun </jawaban>,2012-B5P5-1,2012,<blok> Aktivitas seminggu lalu </blok><pertanyaan> Apakah (NAMA) sedang menyiapkan suatu usaha? </pertanyaan><jawaban> Ya  </jawaban>,tidak ada hubungan,tidak ada hubungan,"Satu mengukur lama kerja, lain mengkaji kegiatan seminggu; tidak ada keterkaitan logis antara durasi pekerjaan dan persiapan usaha."
620,2012-B5P14THN- 58,2012,<blok> Pekerjaan inti </blok><pertanyaan> Berapa lama (NAMA) telah bekerja di posisi sekarang? (tahun) </pertanyaan><jawaban> 58 tahun  </jawaban>,2015-B5_R14T-58,2015,<blok> Pekerjaan pokok </blok><pertanyaan> Berapa lama (NAMA) sudah bekerja di posisi ini? (tahun) </pertanyaan><jawaban>  58 tahun </jawaban>,equivalent,equivalen,"Karena “Pekerjaan inti”, “Pekerjaan pokok” dan “Pekerjaan utama” semuanya sinonim;  
pertanyaan “Berapa lama (NAMA) telah/sudah bekerja di posisi sekarang/ini?” mengacu pada durasi kerja yang sama;  
dan jawaban “58 tahun” identik.  Sehingga semua bentuk tersebut memiliki arti semantik yang sama."
439,2012-B5P2A2-1,2012,<blok> Aktivitas satu minggu yang lalu </blok><pertanyaan> Selama satu minggu terakhir: Apakah (NAMA) bersekolah?  </pertanyaan><jawaban> Ya  </jawaban>,2015-B5_R2A2-1,2015,"<blok> Kegiatan minggu lalu </blok><pertanyaan> Di seminggu terakhir, apakah (NAMA) sekolah? </pertanyaan><jawaban> Iya </jawaban>",equivalent,equivalen,"Kedua kalimat menyatakan periode waktu satu minggu terakhir dan menanyakan kehadiran (NAMA) di sekolah. Kata “seminggu” dan “satu minggu” memiliki arti yang sama, sedangkan “aktifitas” dan “kegiatan” sinonim, sehingga makna keseluruhan identik."
177,2012-B5P20_2- 4,2012,<blok> Aktivitas pencarian kerja / persiapan usaha </blok><pertanyaan> Langkah-langkah apa yang pernah diambil (NAMA) dalam mencari pekerjaan/mempersiapkan usaha? (Menghubungi perusahaan/kantor) </pertanyaan><jawaban> Tidak </jawaban>,2017-b5_r19b-4,2017,"<blok> Aktivitas pencarian kerja atau persiapan usaha </blok>
<pertanyaan> Selama tujuh hari terakhir, apakah Anda telah menghubungi perusahaan, memperbarui, dan mengirim CV, biodata, atau profil bisnis? </pertanyaan>
<jawaban> Tidak </jawaban>",equivalent,equivalen,"Kedua pernyataan tersebut memiliki makna yang sama karena keduanya menanyakan langkah konkret (menghubungi perusahaan/kantor) yang telah diambil dalam pencarian pekerjaan atau persiapan usaha, baik secara historis maupun dalam periode tujuh hari terakhir, sehingga pertanyaan inti dan konteksnya identik."
3520,2012-B5P21A- 48,2012,<blok> Proses pencarian kerja/penyiapan usaha </blok><pertanyaan> Berapa waktu (NAMA) mengupayakan pekerjaan/menggagas usaha baru? (Tahun) </pertanyaan><jawaban> 48 tahun </jawaban>,2015-B5_R21A-37,2015,<blok> Aktivitas mencari pekerjaan atau menyiapkan usaha </blok><pertanyaan> Berapa lama (NAMA) menghabiskan waktu untuk mencari pekerjaan atau mempersiapkan usaha baru? (Tahun) </pertanyaan><jawaban> 37 tahun </jawaban>,tidak ada hubungan,tidak ada hubungan,"Kedua kategori tidak berkaitan karena satu mengukur total waktu pengambilan keputusan/penyelesaian (seperti 48 tahun), sedangkan yang lain mengukur waktu aktivitas aktif pencarian atau persiapan (seperti 37 tahun)."
1100,2010-B5P14B- 2,2010,"<blok> Pekerjaan utama </blok><pertanyaan> Jika berada di luar kabupaten/kota tempat tinggal, apakah (NAMA) pergi ke tempat kerja setiap hari, setiap minggu, atau setiap bulan? </pertanyaan><jawaban> setiap minggu </jawaban>",2015-B5_R15B-2,2015,"<blok> Pekerjaan utama </blok><pertanyaan> Jika berada di luar kabupaten/kota tempat tinggal, apakah (NAMA) pergi dan pulang ke/dari tempat kerja setiap hari, setiap minggu, atau setiap bulan?** </pertanyaan><jawaban> Setiap Minggu </jawaban>",equivalent,equivalen,"Kedua kalimat menyatakan frekuensi kunjungan ke tempat kerja secara periodik, dengan “pergi ke tempat kerja” secara implisit menyertakan pulang pergi, sehingga makna semantik identik."
3225,2010-SEK- 3,2010,<blok> Informasi mengenai anggota keluarga </blok><pertanyaan> Keterlibatan di sekolah (kode) </pertanyaan><jawaban> Tidak lagi bersekolah </jawaban>,2015-B5_R8B-3,2015,<blok>Peristiwa aktivitas minggu sebelumnya</blok><pertanyaan>Berapa total jam kerja harian selama minggu lalu?</pertanyaan><jawaban>jam</jawaban>,tidak ada hubungan,tidak ada hubungan,"Karena satu kategori menanyakan tentang anggota keluarga dan partisipasi sekolah, sedangkan kategori lain menanyakan jam kerja mingguan; dua topik tersebut tidak berkaitan."
46,2010-B5P14B- 2,2010,"<blok> Pekerjaan utama </blok><pertanyaan> Jika berada di luar kabupaten/kota tempat tinggal, apakah (NAMA) pergi ke tempat kerja setiap hari, setiap minggu, atau setiap bulan? </pertanyaan><jawaban> setiap minggu </jawaban>",2012-B5P15B- 2,2012,"<blok> Pekerjaan utama </blok><pertanyaan> Jika berada di luar kabupaten/kota tempat tinggal, apakah (NAMA) pergi dan pulang ke/dari tempat kerja setiap hari, setiap minggu atau setiap bulan?** </pertanyaan><jawaban> Setiap Minggu  </jawaban>",equivalent,equivalen,"Kedua kalimat mengajukan pertanyaan tentang frekuensi perjalanan ke / dari tempat kerja; frasa “pergi” dapat diartikan “pergi + pulang”, dan “pulang pergi” setara dengan “pergi dan pulang”. Karena struktur dan pilihan waktu (hari, minggu, bulan) identik, makna semantik sama."
2354,2012-B5P8B- 82,2012,<blok> Aktivitas minggu lalu </blok><pertanyaan> Berapa total jam kerja tiap hari dalam semua pekerjaan selama seminggu terakhir? </pertanyaan><jawaban> 82 jam </jawaban>,2012-B5P1A-1,2012,"<blok> Pendidikan </blok><pertanyaan> Apa tingkat pendidikan tertinggi yang telah Anda selesaikan (NAMA)? </pertanyaan><jawaban> Tidak, belum pernah sekolah </jawaban>",tidak ada hubungan,tidak ada hubungan,"Kedua kategori tersebut membahas topik berbeda: satu tentang jam kerja dalam seminggu, satu tentang tingkat pendidikan. Tidak ada hubungan semantik atau konteks yang mengaitkannya."
412,2012-JK- 2,2012,<blok> Informasi mengenai anggota keluarga </blok><pertanyaan> Gender </pertanyaan><jawaban> Wanita </jawaban>,2015-B4_K4-2,2015,<blok>Informasi anggota keluarga</blok><pertanyaan>Jenis kelamin</pertanyaan><jawaban>Perempuan</jawaban>,equivalent,equivalen,"Kata‑kata tersebut berbeda dalam istilah namun menyampaikan makna yang identik: konteks anggota keluarga/rumah tangga, pertanyaan gender/jenis kelamin, jawaban Wanita/Perempuan. Variasi penulisan tidak mengubah makna semantik karena sinonim dan penempatan spasi bersifat non‑semantik."
2709,2012-B5P8B- 66,2012,<blok> Kegiatan selama satu minggu terakhir </blok><pertanyaan> Berapa total jam kerja per hari dari semua pekerjaan pada minggu terakhir? </pertanyaan><jawaban> 66 jam </jawaban>,2015-B5_R8B-11,2015,<blok> Kegiatan satu minggu terakhir </blok><pertanyaan> Berapa total jam kerja dari semua tugas setiap hari selama minggu terakhir? </pertanyaan><jawaban> 11 jam </jawaban>,tidak ada hubungan,tidak ada hubungan,"Meskipun judulnya serupa, satu pertanyaan menghitung jam kerja per hari (11 jam) sedangkan yang lain menghitung total jam kerja seluruh minggu (66 jam); karena metriknya berbeda, keduanya tidak memiliki hubungan semantik."
3068,2015-B5_R14T-36,2015,<blok> Tugas utama </blok><pertanyaan> Berapa lama (NAMA) telah bekerja di posisi ini? (tahun) </pertanyaan><jawaban>  36 tahun </jawaban>,2017-b5_r1a-9,2017,<blok> Ciri-ciri umum </blok><pertanyaan> Apa gelar/STTB tertinggi yang dimiliki (NAMA)? </pertanyaan><jawaban> SMLB </jawaban>,tidak ada hubungan,tidak ada hubungan,"Tugas utama & Ciri‑ciri umum tidak terkait karena satu menanyakan durasi kerja (pengalaman) sedangkan lainnya menanyakan gelar pendidikan (kualifikasi).  
Pekerjaan utama & Karakteristik umum tidak terkait karena satu menanyakan lamanya pekerjaan sekarang (pengalaman kerja) sedangkan lainnya menanyakan ijazah tertinggi (kualifikasi pendidikan)."
2469,2015-B5_R14T-2,2015,<blok> Tugas utama </blok><pertanyaan> Sudah berapa lama (NAMA) telah bekerja di posisi saat ini? (tahun) </pertanyaan><jawaban> 2 tahun </jawaban>,2015-B5_R21A-17,2015,<blok> Kegiatan mencari pekerjaan atau mempersiapkan usaha </blok><pertanyaan> Berapa lama (NAMA) dalam mencari pekerjaan atau mempersiapkan usaha baru? (Tahun) </pertanyaan><jawaban>  17 tahun </jawaban>,tidak ada hubungan,tidak ada hubungan,"Kegiatan utama (sejak lama bekerja) dan kegiatan pencarian/penyiapan usaha baru mengukur dua proses yang berbeda: durasi aktivitas kerja versus durasi upaya mencari atau mempersiapkan peluang. Karena keduanya melibatkan fase dan tujuan yang berbeda, tidak ada hubungan semantik yang relevan."
4031,2010-B5P19_1-1,2010,<blok> Aktivitas pencarian kerja/mempersiapkan bisnis </blok><pertanyaan> Langkah apa yang pernah diambil (NAMA) dalam mencari pekerjaan/mempersiapkan usaha? (Mendaftar di bursa lowongan kerja) </pertanyaan><jawaban> Iya </jawaban>,2020-r25a-3,2020,"<blok> Aktivitas pencarian kerja/mempersiapkan bisnis </blok><pertanyaan> Selama satu minggu terakhir, apa alasan utama Anda tidak mencari pekerjaan dan tidak mempersiapkan usaha? </pertanyaan><jawaban> Keputusasaan </jawaban>",tidak ada hubungan,tidak ada hubungan,"Pertanyaan pertama menanyakan langkah yang pernah diambil, sedangkan yang kedua menanyakan alasan mengapa tidak melakukan langkah tersebut; satu berfokus pada tindakan, satu pada motivasi/ketidakterlibatan, sehingga tidak saling berkaitan."
2904,2012-B5P8B- 41,2012,<blok> Kegiatan minggu sebelumnya </blok><pertanyaan> Berapa total jam kerja harian untuk semua pekerjaan selama minggu terakhir? </pertanyaan><jawaban> 41 jam </jawaban>,2015-B5_R8B-80,2015,<blok> Kegiatan seminggu yang lalu </blok><pertanyaan> Berapa total jam kerja dari semua pekerjaan tiap hari selama seminggu yang lalu? </pertanyaan><jawaban> 80 jam </jawaban>,tidak ada hubungan,tidak ada hubungan,"Karena satu menghitung total jam harian di minggu terakhir (41 jam) dan yang lain menghitung total jam harian di seminggu yang lalu (80 jam), sehingga referensi waktu dan nilai tidak konsisten dan tidak saling terkait."
2061,2020-r10b-9,2020,<blok>  </blok><pertanyaan> Apa yang menyebabkan Anda tidak bekerja selama seminggu terakhir? </pertanyaan><jawaban>  Lain-lain </jawaban>,2017-b5_r8-9,2017,<blok> Kegiatan satu minggu dan satu bulan yang lalu </blok><pertanyaan> Apa penyebab utama (NAMA) sementara tidak bekerja selama satu minggu terakhir? </pertanyaan><jawaban> Lainnya </jawaban>,lebih khusus dari,lebih detail,"Survey 1’s “Lain‑lain” merges the distinct categories that appear as separate options in Survey 2, so it seems more detailed."
575,2012-B5P14THN- 13,2012,<blok> Pekerjaan inti </blok><pertanyaan> Berapa lama (NAMA) telah bekerja di posisi ini? (tahun) </pertanyaan><jawaban> 13 tahun  </jawaban>,2015-B5_R14T-13,2015,<blok> Pekerjaan pokok </blok><pertanyaan> Berapa lama (NAMA) sudah bekerja di posisi ini? (tahun) </pertanyaan><jawaban> 13 tahun </jawaban>,equivalent,equivalen,"Kata “Pekerjaan inti”, “Pekerjaan pokok”, dan “Pekerjaan utama” semuanya sinonim dan merujuk pada fungsi utama yang sama; “telah” dan “sudah” keduanya menandakan waktu lampau; kalimat “Berapa lama (NAMA) …” memiliki makna identik; jawaban “13 tahun” sama pada semua contoh. Karena semua komponen bermakna secara sinonim, keseluruhan kalimat tersebut secara semantik bersifat setara."
